a1_city,a2_province,b3_gender,b4_age,b5_religion,b6_ethnic,b7_education_level,b8_lived_in_urban_area_years,b9_occupation,b10_social_clas,b11_household_member,c12_household_income_monthly_in_million_idr,c13_time_of_income_receipt,c14_household_expenditure_monthly_in_million_idr,c15_%_monthly_expenditure_for_food,d16_health_factor,d17_price_factor,e18_religious_value_in_type_of_food,e19_religious_value_in_eating_places,e20_religious_value_in_consumption_pattern,e21_custom_value_in_type_of_food,e22_custom_value_in_eating_places,e23_custom_value_in_consumption_pattern,24_practice_of_food_consumption_based_on_religious_rules,25_practice_of_food_consumption_based_on_custom_rules,e26_buying_food_product_in_the_right_place_based_on_religious_rules,e27_type_of_dishes_variation_based_on_religious_rules,e28_practice_of_consuming_traditional_food
Makasar,South Sulawesi,Male,36,Islam,Java,Bachelor degree,36,Government Employees,Lower Class,6,03:04:00,Daily,03:00:00,67,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree
Makasar,South Sulawesi,Female,52,Islam,Java,Bachelor degree,36,Private Employees,Middle Class,6,06:07:00,Weekly,06:03:00,36,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Agree,Neither agree nor disagree,Agree,Agree
Makasar,South Sulawesi,Male,59,Islam,Java,Senior High School,29,Private Employees,Middle Class,6,05:08:00,Weekly,05:04:00,42,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree
Makasar,South Sulawesi,Male,38,Islam,Java,Master and doctoral degree,38,Private Employees,Lower Class,7,02:03:00,Daily,01:09:00,73,Neither agree nor disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree
Makasar,South Sulawesi,Male,40,Protestant,Java,Master and doctoral degree,40,Private Employees,Middle Class,6,04:09:00,Weekly,04:05:00,41,Agree,Agree,Agree,Neither agree nor disagree,Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly Agree,Agree,Agree
Makasar,South Sulawesi,Female,53,Protestant,Minang,Master and doctoral degree,53,Enterpreneur,Middle Class,6,05:09:00,Weekly,05:05:00,33,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree
Makasar,South Sulawesi,Female,42,Catholic,Java,Diploma,42,Enterpreneur,Upper Class,6,11:04:00,Monthly,11:00:00,19,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree
Makasar,South Sulawesi,Female,48,Catholic,Sunda,Diploma,48,Enterpreneur,Lower Class,6,03:00:00,Daily,02:06:00,69,Disagree,Neither agree nor disagree,Strongly Agree,Disagree,Strongly Agree,Neither agree nor disagree,Disagree,Disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
Makasar,South Sulawesi,Female,45,Islam,Java,Diploma,45,Enterpreneur,Upper Class,6,15:07:00,Monthly,15:03:00,23,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree
Makasar,South Sulawesi,Female,40,Islam,Java,Master and doctoral degree,40,Enterpreneur,Upper Class,5,13:02:00,Monthly,13:01:00,25,Disagree,Disagree,Strongly Agree,Agree,Strongly Agree,Neither agree nor disagree,Agree,Agree,Agree,Disagree,Neither agree nor disagree,Disagree,Disagree
Makasar,South Sulawesi,Female,50,Islam,Minang,Master and doctoral degree,50,Enterpreneur,Lower Class,6,03:04:00,Daily,03:03:00,58,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree
Makasar,South Sulawesi,Female,30,Islam,Java,Senior High School,30,Government Employees,Middle Class,5,06:08:00,Weekly,06:07:00,44,Strongly Agree,Strongly Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree
Makasar,South Sulawesi,Female,45,Islam,Java,Senior High School,45,Government Employees,Middle Class,5,04:08:00,Weekly,04:07:00,35,Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree
Makasar,South Sulawesi,Male,25,Islam,Java,Master and doctoral degree,25,Government Employees,Lower Class,6,02:09:00,Daily,02:08:00,59,Strongly Disagree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
Makasar,South Sulawesi,Male,29,Islam,Java,Senior High School,29,Government Employees,Lower Class,6,03:05:00,Daily,03:04:00,65,Disagree,Disagree,Agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Agree,Disagree,Disagree
Makasar,South Sulawesi,Male,31,Islam,Java,Bachelor degree,31,Government Employees,Middle Class,7,05:07:00,Weekly,05:06:00,41,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree
Makasar,South Sulawesi,Male,36,Catholic,Java,Senior High School,36,Government Employees,Upper Class,5,11:03:00,Monthly,11:02:00,26,Disagree,Disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Disagree,Disagree
Makasar,South Sulawesi,Female,52,Islam,Minang,Senior High School,52,Government Employees,Lower Class,6,02:07:00,Daily,02:06:00,76,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree
Makasar,South Sulawesi,Male,59,Islam,Java,Senior High School,39,Enterpreneur,Upper Class,6,10:01:00,Monthly,10:00:00,22,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
Makasar,South Sulawesi,Male,54,Islam,Java,Senior High School,27,Enterpreneur,Upper Class,6,12:05:00,Monthly,12:04:00,18,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Agree,Strongly Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree
Makasar,South Sulawesi,Male,62,Islam,Java,Senior High School,32,Enterpreneur,Lower Class,6,03:02:00,Daily,03:01:00,57,Disagree,Agree,Strongly Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Agree,Agree
Makasar,South Sulawesi,Female,41,Islam,Java,Senior High School,41,Enterpreneur,Middle Class,6,06:02:00,Weekly,06:01:00,43,Disagree,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Disagree,Strongly Agree,Disagree,Disagree
Makasar,South Sulawesi,Female,36,Islam,Other,Bachelor degree,32,Enterpreneur,Middle Class,7,06:04:00,Weekly,06:03:00,38,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Agree,Agree,Agree,Agree
Makasar,South Sulawesi,Female,23,Catholic,Java,Senior High School,23,Enterpreneur,Lower Class,6,03:07:00,Daily,03:06:00,61,Disagree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree
Makasar,South Sulawesi,Female,49,Catholic,Java,Senior High School,29,Independent Worker,Middle Class,6,05:09:00,Weekly,05:08:00,58,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree
Makasar,South Sulawesi,Female,22,Catholic,Java,Senior High School,22,Independent Worker,Middle Class,6,06:07:00,Weekly,06:06:00,34,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree
Makasar,South Sulawesi,Male,42,Islam,Java,Junior High School,32,Independent Worker,Upper Class,6,10:09:00,Monthly,10:08:00,26,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Agree,Strongly Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree
Makasar,South Sulawesi,Male,31,Islam,Java,Primary School,31,Independent Worker,Lower Class,6,03:09:00,Daily,03:08:00,57,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree
Makasar,South Sulawesi,Male,36,Islam,Minang,Senior High School,31,Independent Worker,Upper Class,5,09:08:00,Monthly,09:07:00,24,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Agree,Strongly Agree,Agree,Agree
Makasar,South Sulawesi,Male,52,Islam,Java,Junior High School,28,Independent Worker,Upper Class,6,09:06:00,Monthly,09:05:00,27,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree
Makasar,South Sulawesi,Male,59,Islam,Minang,Senior High School,29,Private Employees,Lower Class,5,03:06:00,Daily,03:03:00,67,Neither agree nor disagree,Strongly Agree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree
Makasar,South Sulawesi,Female,37,Islam,Java,Master and doctoral degree,37,Private Employees,Middle Class,5,05:07:00,Weekly,05:04:00,36,Agree,Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree
Denpasar,Bali,Male,38,Protestant,Java,Diploma,22,Private Employees,Middle Class,6,06:04:00,Weekly,06:01:00,42,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Bali,Male,54,Protestant,Java,Master and doctoral degree,23,Private Employees,Lower Class,5,03:04:00,Daily,03:01:00,73,Disagree,Neither agree nor disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Bali,Male,50,Protestant,Java,Diploma,50,Government Employees,Lower Class,6,02:09:00,Daily,02:06:00,41,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Bali,Female,22,Islam,Sunda,Diploma,22,Government Employees,Middle Class,6,05:06:00,Weekly,05:03:00,33,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Bali,Female,29,Islam,Java,Diploma,29,Enterpreneur,Upper Class,6,11:02:00,Monthly,10:09:00,19,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Agree,Disagree,Disagree
Denpasar,Bali,Female,49,Islam,Minang,Junior High School,31,Enterpreneur,Lower Class,6,03:07:00,Daily,03:04:00,69,Disagree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Bali,Female,35,Islam,Java,Master and doctoral degree,35,Enterpreneur,Upper Class,6,10:06:00,Monthly,10:03:00,23,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Disagree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree
Denpasar,Bali,Female,30,Islam,Java,Senior High School,30,Private Employees,Upper Class,7,11:02:00,Monthly,10:09:00,25,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Strongly Agree,Agree,Agree
Denpasar,Bali,Female,51,Islam,Java,Junior High School,31,Private Employees,Lower Class,6,03:08:00,Daily,03:05:00,57,Disagree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Bali,Female,23,Budha,Other,Senior High School,23,Private Employees,Middle Class,6,06:02:00,Weekly,05:09:00,43,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Disagree,Strongly Agree,Disagree,Disagree
Denpasar,Bali,Female,42,Islam,Java,Bachelor degree,42,Private Employees,Middle Class,6,05:08:00,Weekly,05:04:00,38,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Bali,Male,29,Islam,Java,Senior High School,29,Private Employees,Lower Class,6,03:01:00,Daily,02:07:00,61,Disagree,Disagree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Disagree,Disagree,Neither agree nor disagree,Disagree,Strongly Agree,Disagree,Disagree
Denpasar,Bali,Male,28,Islam,Java,Senior High School,28,Private Employees,Middle Class,6,03:04:00,Weekly,03:00:00,58,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Bali,Male,34,Hindu,Bali,Senior High School,34,Private Employees,Middle Class,5,05:06:00,Weekly,05:02:00,34,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Bali,Male,59,Protestant,Java,Junior High School,19,Teacher‎/Lecturer,Upper Class,6,12:01:00,Monthly,11:07:00,26,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Bali,Female,54,Protestant,Java,Master and doctoral degree,27,Teacher‎/Lecturer,Lower Class,5,02:09:00,Daily,02:05:00,57,Neither agree nor disagree,Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Agree,Agree,Agree,Agree
Denpasar,Bali,Female,38,Protestant,Java,Junior High School,28,Government Employees,Upper Class,5,10:03:00,Monthly,09:09:00,24,Strongly Agree,Disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Disagree,Strongly Agree,Disagree,Disagree
Denpasar,Bali,Male,61,Islam,Minang,Senior High School,31,Government Employees,Upper Class,6,14:02:00,Monthly,13:08:00,27,Strongly Agree,Agree,Agree,Neither agree nor disagree,Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly Agree,Agree,Agree
Denpasar,Bali,Female,24,Islam,Other,Bachelor degree,24,Government Employees,Middle Class,6,03:04:00,Weekly,03:01:00,67,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Bali,Male,32,Islam,Other,Master and doctoral degree,32,Government Employees,Middle Class,5,06:07:00,Weekly,06:04:00,36,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Bali,Female,31,Islam,Java,Bachelor degree,31,Government Employees,Middle Class,6,05:08:00,Weekly,05:05:00,42,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Disagree,Disagree,Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree
Denpasar,Bali,Male,25,Islam,Java,Senior High School,25,Police Officer‎/Army,Lower Class,6,02:03:00,Daily,02:00:00,73,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Agree,Disagree,Disagree,Strongly Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Bali,Female,35,Protestant,Java,Senior High School,35,Police Officer‎/Army,Lower Class,6,04:09:00,Daily,04:06:00,41,Disagree,Neither agree nor disagree,Strongly Agree,Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Bali,Female,59,Protestant,Other,Diploma,38,Private Employees,Middle Class,6,05:09:00,Weekly,05:06:00,33,Agree,Agree,Agree,Neither agree nor disagree,Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Agree,Disagree,Agree,Agree
Denpasar,Bali,Female,54,Catholic,Java,Diploma,13,Private Employees,Upper Class,6,11:04:00,Monthly,11:01:00,19,Strongly Agree,Neither agree nor disagree,Strongly Agree,Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Bali,Female,37,Islam,Minang,Senior High School,37,Government Employees,Lower Class,7,03:00:00,Daily,02:06:00,69,Neither agree nor disagree,Strongly Agree,Agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree
Denpasar,Bali,Female,54,Islam,Sunda,Senior High School,24,Police Officer‎/Army,Lower Class,6,15:07:00,Daily,15:03:00,23,Disagree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Agree,Strongly Agree,Agree,Agree
Denpasar,Bali,Female,33,Islam,Sunda,Bachelor degree,33,Private Employees,Middle Class,6,13:02:00,Weekly,12:08:00,25,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Bali,Female,29,Hindu,Bali,Bachelor degree,29,Private Employees,Middle Class,6,03:04:00,Weekly,03:00:00,58,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Bali,Female,33,Hindu,Bali,Senior High School,33,Private Employees,Upper Class,6,06:08:00,Monthly,06:04:00,44,Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Bali,Female,35,Islam,Java,Senior High School,35,Enterpreneur,Lower Class,6,04:08:00,Daily,04:04:00,35,Disagree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Bali,Male,24,Islam,Java,Senior High School,24,Enterpreneur,Lower Class,5,02:09:00,Daily,02:05:00,59,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Neither agree nor disagree,Disagree,Disagree
Denpasar,Bali,Male,28,Hindu,Bali,Senior High School,28,Enterpreneur,Middle Class,6,03:05:00,Weekly,03:01:00,65,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Bali,Male,35,Hindu,Bali,Senior High School,35,Enterpreneur,Middle Class,5,05:07:00,Weekly,05:03:00,41,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree
Denpasar,Bali,Male,42,Protestant,Java,Senior High School,42,Government Employees,Upper Class,5,11:03:00,Monthly,10:09:00,26,Strongly Agree,Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Agree
Denpasar,Bali,Female,25,Catholic,Java,Primary School,25,Government Employees,Upper Class,6,02:07:00,Monthly,02:03:00,76,Strongly Agree,Neither agree nor disagree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Bali,Male,43,Islam,Java,Junior High School,13,Government Employees,Upper Class,6,10:01:00,Monthly,09:07:00,22,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Disagree,Disagree
Denpasar,Bali,Female,26,Islam,Java,Junior High School,26,Government Employees,Middle Class,7,12:05:00,Weekly,12:01:00,18,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Bali,Female,30,Islam,Java,Senior High School,30,Government Employees,Lower Class,5,03:02:00,Daily,02:08:00,57,Neither agree nor disagree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree
Denpasar,Bali,Female,35,Protestant,Bali,Primary School,35,Private Employees,Middle Class,6,06:02:00,Weekly,05:08:00,43,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Bali,Female,27,Protestant,Bali,Junior High School,27,Private Employees,Middle Class,6,06:04:00,Weekly,06:00:00,38,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree
Denpasar,Bali,Female,33,Catholic,Bali,Junior High School,33,Private Employees,Lower Class,6,03:07:00,Daily,03:03:00,61,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Bali,Female,31,Hindu,Bali,Bachelor degree,31,Private Employees,Lower Class,6,05:09:00,Daily,05:05:00,58,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Bali,Female,36,Hindu,Bali,Bachelor degree,36,Enterpreneur,Middle Class,6,06:07:00,Weekly,06:03:00,34,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Agree,Strongly Agree,Neither agree nor disagree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Bali,Male,37,Hindu,Bali,Bachelor degree,37,Enterpreneur,Upper Class,7,10:09:00,Monthly,10:05:00,26,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
Denpasar,Bali,Male,63,Hindu,Bali,Junior High School,24,Enterpreneur,Lower Class,6,03:09:00,Daily,03:05:00,57,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree
Denpasar,Bali,Male,26,Hindu,Bali,Junior High School,26,Enterpreneur,Upper Class,6,09:08:00,Monthly,09:04:00,24,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
Denpasar,Bali,Male,34,Protestant,Java,Diploma,11,Enterpreneur,Upper Class,6,09:06:00,Monthly,09:05:00,27,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree
