a1_city,a2_province,b3_gender,b4_age,b5_religion,b6_ethnic,b7_education_level,b8_lived_in_urban_area_years,b9_occupation,b10_social_clas,b11_household_member,c12_household_income_monthly_in_million_idr,c13_time_of_income_receipt,c14_household_expenditure_monthly_in_million_idr,c15_%_monthly_expenditure_for_food,d16_health_factor,d17_price_factor,e18_religious_value_in_type_of_food,e19_religious_value_in_eating_places,e20_religious_value_in_consumption_pattern,e21_custom_value_in_type_of_food,e22_custom_value_in_eating_places,e23_custom_value_in_consumption_pattern,24_practice_of_food_consumption_based_on_religious_rules,25_practice_of_food_consumption_based_on_custom_rules,e26_buying_food_product_in_the_right_place_based_on_religious_rules,e27_type_of_dishes_variation_based_on_religious_rules,e28_practice_of_consuming_traditional_food
Surabaya,East Java,Male,46,Islam,Java,Bachelor degree,27,Enterpreneur,Middle Class,6,05:08:00,Weekly,05:07:00,42,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
Surabaya,East Java,Male,53,Islam,Java,Master and doctoral degree,32,Enterpreneur,Lower Class,6,03:01:00,Daily,03:00:00,73,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Disagree,Disagree
Surabaya,East Java,Female,58,Catholic,Sunda,Bachelor degree,25,Independent Worker,Middle Class,6,03:04:00,Weekly,03:03:00,41,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree
Surabaya,East Java,Female,62,Catholic,Batak,Master and doctoral degree,14,Independent Worker,Middle Class,6,05:06:00,Weekly,05:05:00,33,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree
Surabaya,East Java,Male,26,Catholic,Batak,Senior High School,26,Independent Worker,Upper Class,5,12:01:00,Monthly,12:00:00,19,Disagree,Disagree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree
Surabaya,East Java,Male,61,Islam,Madura,Bachelor degree,11,Independent Worker,Lower Class,6,02:09:00,Daily,02:08:00,69,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree
Surabaya,East Java,Female,25,Islam,Madura,Senior High School,25,Independent Worker,Upper Class,5,10:03:00,Monthly,10:02:00,23,Disagree,Disagree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree
Surabaya,East Java,Male,32,Islam,Madura,Senior High School,12,Independent Worker,Upper Class,5,14:02:00,Monthly,14:01:00,25,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree
Surabaya,East Java,Female,33,Islam,Madura,Bachelor degree,7,Private Employees,Lower Class,6,03:04:00,Daily,03:01:00,57,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree
Surabaya,East Java,Female,25,Islam,Java,Master and doctoral degree,25,Private Employees,Middle Class,6,06:07:00,Weekly,06:04:00,43,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree
Surabaya,East Java,Female,51,Islam,Madura,Bachelor degree,35,Private Employees,Middle Class,7,05:08:00,Weekly,05:05:00,38,Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Agree,Agree
Surabaya,East Java,Female,32,Other,Other,Senior High School,32,Private Employees,Lower Class,5,02:03:00,Daily,02:00:00,61,Disagree,Disagree,Agree,Strongly Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Disagree,Agree,Disagree,Disagree
Surabaya,East Java,Female,42,Islam,Sunda,Diploma,22,Government Employees,Lower Class,6,04:09:00,Daily,04:06:00,58,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Agree
Surabaya,East Java,Female,31,Islam,Madura,Diploma,31,Government Employees,Middle Class,6,05:09:00,Weekly,05:06:00,34,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree
Surabaya,East Java,Female,29,Islam,Minang,Bachelor degree,29,Enterpreneur,Upper Class,6,11:04:00,Monthly,11:01:00,26,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree
Surabaya,East Java,Female,41,Hindu,Bali,Master and doctoral degree,21,Enterpreneur,Lower Class,6,03:00:00,Daily,02:07:00,57,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
Surabaya,East Java,Female,63,Protestant,Java,Bachelor degree,13,Enterpreneur,Upper Class,6,15:07:00,Monthly,15:04:00,24,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree
Surabaya,East Java,Female,54,Catholic,Batak,Bachelor degree,24,Private Employees,Upper Class,7,13:02:00,Monthly,12:09:00,27,Agree,Neither agree nor disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree
Surabaya,East Java,Male,51,Catholic,Batak,Diploma,23,Private Employees,Lower Class,6,03:04:00,Daily,03:01:00,67,Disagree,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree
Surabaya,East Java,Male,24,Islam,Sunda,Bachelor degree,24,Private Employees,Middle Class,6,06:08:00,Weekly,06:05:00,36,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree
Surabaya,East Java,Male,61,Islam,Minang,Master and doctoral degree,41,Private Employees,Middle Class,6,04:08:00,Weekly,04:04:00,42,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree
Surabaya,East Java,Male,32,Islam,Madura,Bachelor degree,32,Private Employees,Lower Class,6,02:09:00,Daily,02:05:00,73,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree
Surabaya,East Java,Female,42,Islam,Madura,Diploma,12,Private Employees,Middle Class,6,03:05:00,Weekly,03:01:00,41,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree
Surabaya,East Java,Male,50,Islam,Madura,Senior High School,31,Private Employees,Middle Class,5,05:07:00,Weekly,05:03:00,33,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree
Surabaya,East Java,Male,56,Protestant,Batak,Diploma,24,Teacher‎/Lecturer,Upper Class,6,11:03:00,Monthly,10:09:00,19,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree
Surabaya,East Java,Male,26,Protestant,Batak,Senior High School,26,Teacher‎/Lecturer,Lower Class,5,02:07:00,Daily,02:03:00,69,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree
Surabaya,East Java,Female,32,Protestant,Other,Senior High School,32,Government Employees,Upper Class,5,10:01:00,Monthly,09:07:00,23,Neither agree nor disagree,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Disagree,Strongly Agree,Disagree,Disagree
Surabaya,East Java,Female,40,Islam,Minang,Diploma,40,Government Employees,Upper Class,6,12:05:00,Monthly,12:01:00,25,Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
Surabaya,East Java,Female,33,Islam,Madura,Bachelor degree,33,Government Employees,Lower Class,6,03:02:00,Daily,02:09:00,58,Neither agree nor disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Disagree,Disagree,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree
Surabaya,East Java,Female,26,Islam,Madura,Diploma,26,Government Employees,Middle Class,6,06:02:00,Weekly,05:09:00,44,Agree,Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Agree
Makasar,South Sulawesi,Female,42,Islam,Java,Master and doctoral degree,12,Government Employees,Middle Class,6,06:04:00,Weekly,06:01:00,35,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree
Makasar,South Sulawesi,Male,31,Islam,Java,Bachelor degree,31,Police Officer‎/Army,Lower Class,6,03:07:00,Daily,03:04:00,59,Disagree,Disagree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Disagree,Disagree
Makasar,South Sulawesi,Male,27,Islam,Java,Bachelor degree,27,Police Officer‎/Army,Lower Class,7,05:09:00,Daily,05:06:00,65,Disagree,Neither agree nor disagree,Strongly Agree,Agree,Strongly Agree,Disagree,Agree,Agree,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree
Makasar,South Sulawesi,Male,52,Islam,Java,Diploma,32,Private Employees,Middle Class,6,06:07:00,Weekly,06:04:00,41,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
Makasar,South Sulawesi,Male,63,Islam,Minang,Primary School,63,Private Employees,Upper Class,6,10:09:00,Monthly,10:06:00,26,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree
Makasar,South Sulawesi,Male,55,Islam,Minang,Master and doctoral degree,35,Government Employees,Lower Class,6,03:09:00,Daily,03:05:00,76,Neither agree nor disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree
Makasar,South Sulawesi,Female,49,Islam,Madura,Primary School,19,Police Officer‎/Army,Upper Class,6,09:08:00,Monthly,09:04:00,22,Disagree,Disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Disagree,Disagree
Makasar,South Sulawesi,Male,54,Islam,Java,Master and doctoral degree,24,Private Employees,Upper Class,6,09:06:00,Monthly,09:02:00,18,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree
Makasar,South Sulawesi,Male,61,Islam,Java,Senior High School,21,Private Employees,Lower Class,5,03:06:00,Daily,03:02:00,57,Disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
Makasar,South Sulawesi,Male,27,Protestant,Java,Diploma,27,Private Employees,Middle Class,6,05:07:00,Weekly,05:03:00,43,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree
Makasar,South Sulawesi,Female,42,Protestant,Madura,Master and doctoral degree,42,Enterpreneur,Middle Class,5,06:04:00,Weekly,06:00:00,38,Strongly Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree
Makasar,South Sulawesi,Female,45,Catholic,Batak,Bachelor degree,45,Enterpreneur,Lower Class,5,03:04:00,Daily,03:00:00,61,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree
Makasar,South Sulawesi,Female,50,Islam,Batak,Junior High School,10,Enterpreneur,Middle Class,6,02:09:00,Weekly,02:05:00,58,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree
Makasar,South Sulawesi,Female,34,Islam,Java,Primary School,34,Enterpreneur,Middle Class,6,05:06:00,Weekly,05:02:00,34,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree
Makasar,South Sulawesi,Female,32,Islam,Java,Bachelor degree,32,Government Employees,Upper Class,5,11:02:00,Monthly,10:08:00,26,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree
Makasar,South Sulawesi,Female,38,Catholic,Java,Diploma,38,Government Employees,Lower Class,6,03:07:00,Daily,03:03:00,57,Agree,Strongly Agree,Agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree
Makasar,South Sulawesi,Female,31,Protestant,Java,Diploma,31,Government Employees,Upper Class,6,10:06:00,Monthly,10:02:00,24,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree
Makasar,South Sulawesi,Female,36,Islam,Java,Master and doctoral degree,36,Government Employees,Upper Class,6,05:06:00,Monthly,05:02:00,27,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree
Makasar,South Sulawesi,Male,52,Islam,Sunda,Master and doctoral degree,12,Government Employees,Lower Class,6,03:04:00,Daily,03:00:00,67,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree
Makasar,South Sulawesi,Female,59,Islam,Java,Primary School,29,Private Employees,Middle Class,6,06:08:00,Weekly,06:04:00,36,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree
Makasar,South Sulawesi,Female,49,Catholic,Sunda,Bachelor degree,32,Private Employees,Middle Class,7,04:08:00,Weekly,04:04:00,42,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
